occupationTmp,count
Linen Rougher,4
Linen Rougher in Mill,1
Linen Rove Carrier,1
Linen Rover,21
Linen Rover in Factory,1
Linen Rover in Mill,1
Linen Roving,1
Linen Ruffer,1
Linen Sales Man,1
Linen Salesman,32
Linen Salesman Correspondant,1
Linen Sample - Maker,1
Linen Sample Cutter,3
Linen Sample Maker,20
Linen Sample Maker (Unemployed),1
Linen Sample-Maker,2
Linen Sampled Maker,1
Linen Samplemaker,1
"Linen Sawer, Bleach Yarn",1
Linen Scholar,1
Linen Seampsteress,1
Linen Seamster,1
Linen Seamstress,7
Linen Seamstress Warehouse,2
Linen Seamstress in Warehouse,2
Linen Semple Maker,1
Linen Sempstress,5
Linen Semster,1
Linen Seror,1
Linen Servant,1
Linen Server,8
Linen Sevorer,1
Linen Sewer,22
Linen Sewing Machinest,1
Linen Ship Yard Weaver,1
Linen Shirt Maker,4
Linen Shirt Makers,2
Linen Shopman-Furniture,1
Linen Shread Polisher,1
Linen Shread Spooler,1
Linen Shread Twisting Master,1
Linen Shread Winder,1
Linen Sinner,4
Linen Sizer,1
Linen Skinner,1
Linen Skinner in Mill,1
Linen Slayer,1
Linen Smaser,1
Linen Smoother,37
Linen Smoother in Laundry,4
Linen Smother,4
Linen Sorter,6
Linen Sorver,1
Linen Sower,4
Linen Spanner,1
Linen Speader,1
Linen Spiner,10
Linen Spiner in Factory,1
Linen Spinerst,2
Linen Spinner,732
Linen Spinner (Mill),2
Linen Spinner Factory,1
Linen Spinner Factory Worker,1
Linen Spinner Flax Mills,1
Linen Spinner Mill,1
Linen Spinner Mill Hand,1
Linen Spinner Mill Labourer,1
Linen Spinner Mill Worker,15
Linen Spinner Mill Workere,1
Linen Spinner Millworker,4
Linen Spinner Rome Labourer,1
Linen Spinner Unemployed,2
Linen Spinner Worker,2
Linen Spinner Yarn,1
Linen Spinner in Factory,11
Linen Spinner in Flax Mill,1
Linen Spinner in Linen Factory,1
Linen Spinner in Mill,23
Linen Spinner in Mill Worker,1
Linen Spinner in Thread Factory,7
Linen Spinnier,3
Linen Spinning,2
Linen Spinning Master,3
Linen Spinning Master Mill Mechanic,1
Linen Spinning Mill Preparing R Worker,1
Linen Spinning Mill Worker,3
Linen Spinning Millworker,1
Linen Spinning Room Machinc,1
Linen Spinning Room Worker,2
Linen Spinster,2
Linen Spoker,1
Linen Spoll Winder,1
Linen Spool Labler,1
Linen Sporl Remover,1
Linen Spreader,37
Linen Spreader Mill Worker,1
Linen Spreader in Mill,2
Linen Spreading in Prepary Room,1
Linen Sprinkler,1
Linen Stain Taker,1
Linen Stamper,3
Linen Starcher,5
Linen Starcher Labourer,1
Linen Starcker,1
Linen Steam Loom (Weaver),1
Linen Steam Loom Weaver,4
"Linen Steam, Loom Weaver",1
Linen Steam-Loom Weaver,3
Linen Steam. Loom Weaver,1
Linen Steams Weaver,1
Linen Sticher,3
Linen Stitcher,19
Linen Stitcher Caller,2
Linen Stitcher Machinist,1
Linen Stitcher Tambora Machinist,1
Linen Stitcher Wareroom Worker,1
Linen Stitcher in House,1
Linen Stitcher in Warehouse,2
Linen Stock Auctionery Merchant,1
Linen Stock Keeper,7
Linen Stock Keeper and Sexton,1
Linen Stock-Keeper,2
Linen Stockeeper,3
Linen Stockkeeper,3
Linen Store,1
Linen Store Drapery Clerk,1
Linen Store Labourer,1
Linen Store Man,1
Linen Stream Loom Weaver,1
Linen Striper,1
Linen Sweeper,1
Linen Tabon Piller,1
Linen Tample Maker,1
Linen Tapper,4
Linen Taylor,1
Linen Tententer,1
Linen Tenter,30
Linen Tenter in Factory,2
Linen Tenter in Weaving Factory,1
Linen Thd Worker,2
Linen Thread,1
Linen Thread Agent,1
Linen Thread Baller,1
Linen Thread Drawer,2
Linen Thread Drier,1
Linen Thread Dyer,2
Linen Thread Finisher,2
Linen Thread Manager,1
Linen Thread Manufacturer,2
Linen Thread Manufactures,2
Linen Thread Netter,1
Linen Thread Overlooker,2
Linen Thread Paperer,1
Linen Thread Parter,2
Linen Thread Pinner,2
Linen Thread Polisher,3
Linen Thread Polishr,1
Linen Thread Reeler,16
Linen Thread Rover,1
Linen Thread Skeiner,3
Linen Thread Specalist,1
Linen Thread Spinner,18
Linen Thread Spinners,1
Linen Thread Spoller,1
Linen Thread Spool Winder,1
Linen Thread Spooler,10
Linen Thread Spoolnig Overlooker in Factory,1
Linen Thread Stock Keeper,1
Linen Thread Storeman,1
Linen Thread Ticketer,1
Linen Thread Tursts,1
Linen Thread Twister,8
Linen Thread Twister Mill Worker,5
Linen Thread Twistey Master,1
Linen Thread Winder,26
Linen Thread Winder Mill Worker,1
Linen Thread Winder Spol,1
Linen Thread Winders,4
Linen Thread Worker,6
Linen Thread Workers,1
Linen Thread-Spinner,1
Linen Thred Drawer,1
Linen Thred Dryer,1
Linen Thud Spool,1
Linen Tinter,1
Linen Trade,30
Linen Trade (Apprentice),1
Linen Trade (General Hand),1
Linen Trade (Master),1
Linen Trade (Weaver),1
Linen Trade Apprentic,1
Linen Trade Apprentice,2
Linen Trade Clerk,1
Linen Trade Commercial Traveller,1
Linen Trade Fancy Goods,1
Linen Trade Manager,2
Linen Trade Manufacturer,1
Linen Trade Salesman,1
Linen Trade Sample Maker,1
Linen Trade Shop Assistant,1
Linen Trade Ware House Manager,1
Linen Trade-Mechanic,1
Linen Trade-Spinner,4
Linen Traveler Mineral Water,1
Linen Traveller,1
Linen Tread Winder,1
Linen Trimmer,1
Linen Trode-Apprentice,1
Linen Turner,1
Linen Twion,1
Linen Twister,3
Linen Twister in Mill,1
Linen Veaver,1
Linen Veiner,3
Linen Vice Folder,3
Linen Viewer,1
Linen W,1
Linen W Weaver,3
Linen Wafer,3
Linen Waiver,4
Linen Wanir in Factory,1
Linen Waper,1
Linen Ware House,2
Linen Ware House Clerk,1
Linen Ware House Labourer,1
Linen Ware House Man,4
Linen Ware House Papuer,1
Linen Ware Houseman,1
Linen Ware Room,2
Linen Ware Room Fore Woman,2
Linen Ware Room Worker,2
Linen Ware-House,1
Linen Ware-House Worker,1
Linen Warehoseman,1
Linen Warehouse,17
Linen Warehouse (Embroidry),1
Linen Warehouse (Stitcher),1
Linen Warehouse (Vice Folder),1
Linen Warehouse Apprentice,6
Linen Warehouse Aprentice,1
Linen Warehouse Assistant,5
Linen Warehouse Asst,1
Linen Warehouse Book Keeper,1
Linen Warehouse Clerk,9
Linen Warehouse Commercial Clerk,1
Linen Warehouse Despatch Clerk,1
Linen Warehouse Employe,1
Linen Warehouse Folder,1
Linen Warehouse General Worker,1
Linen Warehouse Hand,4
Linen Warehouse Hemstitcher,2
Linen Warehouse Hkfs,4
Linen Warehouse Hlep Orrnemtor,1
Linen Warehouse Keeper,1
Linen Warehouse Man,13
Linen Warehouse Man Genl,2
Linen Warehouse Man not Employed,1
Linen Warehouse Manager,6
Linen Warehouse Marke Cutter,1
Linen Warehouse Message Boy,1
Linen Warehouse Porter,2
Linen Warehouse Seamstress,1
Linen Warehouse Stitcher,2
Linen Warehouse Women,1
Linen Warehouse Work,1
Linen Warehouse Worker,15
Linen Warehouse Worker Stitcher,1
Linen Warehouseman,73
Linen Warehouseman Salesman,1
Linen Warehouseman-Manager,1
Linen Warehousman,1
Linen Warer,3
Linen Warerom,1
Linen Wareroom,7
Linen Wareroom Handkerchief Dept.,2
Linen Wareroom Worker,8
Linen Warhouse,1
Linen Warhouse Perforater,1
Linen Warhouseman,1
Linen Warn Dresser,1
Linen Warn Winder,2
Linen Warp Wind,1
Linen Warp Winder,21
Linen Warp Winder in Factory,2
Linen Warp-Winder in Factory,1
Linen Warp. Winder in Factory,1
Linen Warper,128
Linen Warper (in Factory),1
Linen Warper Factory,1
Linen Warper Mill Servant,1
Linen Warper Mill Worker,1
Linen Warper in Factory,5
Linen Warper in Linen Mill,1
Linen Warspen,1
Linen Waser,1
Linen Washer,8
Linen Wavening,1
Linen Waver in Factory,4
Linen Waverer,1
Linen Wavers,1
Linen Wavier,1
Linen Way Winder,3
Linen Weaer,1
Linen Weaner,1
Linen Weare,1
Linen Wearer,2
Linen Wearers,1
Linen Weave,12
Linen Weavear,2
Linen Weaver,15941
Linen Weaver (Army Pensioner),1
Linen Weaver (Cambric),4
Linen Weaver (Factory),2
Linen Weaver (Power Lorry),1
Linen Weaver (Retired),2
Linen Weaver (Unemployed),5
Linen Weaver - in Mill,1
Linen Weaver Apprentice,1
Linen Weaver Army Pensioner,1
Linen Weaver At Work,1
Linen Weaver Cambric,1
Linen Weaver Co,1
Linen Weaver Damask,1
Linen Weaver Emploid,1
Linen Weaver Factory,15
Linen Weaver Factory Employee,1
Linen Weaver Factory Girl,1
Linen Weaver Factory Hand,2
Linen Weaver Factory Worker,32
Linen Weaver Factory worker,2
Linen Weaver Farmer,1
Linen Weaver Flax,2
Linen Weaver Glinan F,1
Linen Weaver H Loom,2
Linen Weaver Half Timer,1
Linen Weaver Hand Loom,2
Linen Weaver Handloom,1
Linen Weaver Innes Hands,1
Linen Weaver Invalid,1
Linen Weaver Line,1
Linen Weaver Linen,1
Linen Weaver Linen Facotry,1
Linen Weaver Linen Fact,1
Linen Weaver Linen Factory,29
Linen Weaver Mill Girl,1
Linen Weaver Mill Hand,2
Linen Weaver Mill Worker,16
Linen Weaver Mill-Worker,3
Linen Weaver Millworker,5
Linen Weaver Power Loom,4
Linen Weaver Power Loom Weaver,2
Linen Weaver Retired,6
Linen Weaver Scholar,1
Linen Weaver Steam Factory,2
Linen Weaver Steam Loom,1
Linen Weaver Unemployed,29
Linen Weaver Unemployed at Present,1
Linen Weaver Uneployed,1
Linen Weaver Work Mill Worker,1
Linen Weaver Work on Farm,1
Linen Weaver and C,1
Linen Weaver and Dealer,1
Linen Weaver and Farm Laboure,1
Linen Weaver and Farm Labourer,1
Linen Weaver and Farmer,5
Linen Weaver and Former,1
Linen Weaver and Grocer,1
Linen Weaver and Housekeeper,1
Linen Weaver and Labourer,1
Linen Weaver and Labourer Farm,1
Linen Weaver at Factory,2
Linen Weaver at Home,1
Linen Weaver in Cloth Factory,1
Linen Weaver in Factor,1
Linen Weaver in Factory Girl,1
Linen Weaver in Linen Fact,3
Linen Weaver in Linen Factory,1
Linen Weaver in Linen Mill,1
Linen Weaver in Linnen Factory,5
Linen Weaver in Mill,36
Linen Weaver in Mill Factory,2
Linen Weaver not Employed,2
Linen Weaver on Factory,1
Linen Weaver's,1
"Linen Weaver, Linen Factory",1
"Linen Weaver, Steam Powerloom",2
Linen Weaver-Retired,1
Linen Weaver-Unemployed,4
Linen Weaverer,1
Linen Weavers,31
Linen Weavers Daughter,2
Linen Weavery,1
Linen Weaving,1
Linen Weaving Factory Insected Labouer,1
Linen Weaving Factory Manager,4
Linen Weaving Factory Yarn Dresser,2
Linen Weaving Tenter,3
Linen Weaving Tenters,1
Linen Weaving Trade,2
Linen Weavor,10
Linen Weavour,1
Linen Weavr,8
Linen Weft Winder,4
Linen Weft Winder Factory,1
Linen Weiner,1
Linen Wender,2
Linen Wending Master,1
Linen Weover,1
Linen Wept Winder,1
Linen Wer Facotry,1
Linen Werver,2
Linen West Winder,1
Linen Wevar,1
Linen Wevear,1
Linen Wever,20
Linen Wevier,2
Linen White Winder,1
Linen Whouseman,1
Linen Wind,1
Linen Winder,1128
Linen Winder (Cobbin),2
Linen Winder (Mill),3
Linen Winder - Yarn Seamstress,1
Linen Winder Factory,3
Linen Winder Factory Worker,4
Linen Winder Labourer Unemployed,1
Linen Winder Mill Worker,6
Linen Winder Thread,1
Linen Winder Unemployed,1
Linen Winder Yarn,2
Linen Winder in Bessbrook Spin Mill,1
Linen Winder in Linen Factory,2
Linen Winder in Mill,7
Linen Winder in Thread Factory,1
Linen Winder in a Factory,1
Linen Winder on Factory,1
Linen Winders,3
Linen Windery Master,1
Linen Winding In Factory,1
Linen Winding Master,3
Linen Windor,1
Linen Winer,11
Linen Winnder,1
Linen Winner,8
Linen Wire H Man,1
Linen Work,1
Linen Work (Boxer),1
Linen Work Winder,1
Linen Work-Labourer,1
Linen Worke Reeler,1
Linen Worker,58
Linen Worker Weaver,1
Linen Worker in Factory,2
Linen Worker- Machinest,1
Linen Workes Flax Reeler,1
Linen Working,1
Linen Works Store Keeper,1
Linen Wover,1
Linen Wrap Winder,1
Linen Wrealer,1
Linen Y Winder,3
Linen Yaarn Worker,1
Linen Yard Doffer,1
Linen Yard Reeler,1
Linen Yard Salesman,1
Linen Yard Warper,1
Linen Yard Weavers,1
Linen Yard Winder,1
Linen Yarm Winder,1
Linen Yarm Windr,1
Linen Yarn,1
Linen Yarn Agent,2
Linen Yarn Bander,1
Linen Yarn Beamer,5
Linen Yarn Beamer and Warper,1
Linen Yarn Beamer in Factory,1
Linen Yarn Bleach,1
Linen Yarn Bleach Worker,1
Linen Yarn Bleacher,15
Linen Yarn Bleachers Assistant,1
Linen Yarn Bleaching,1
Linen Yarn Bleachr,1
Linen Yarn Boiler at Factory,1
Linen Yarn Boiler in Factory,1
Linen Yarn Boy,1
Linen Yarn Builders,1
Linen Yarn Bundeler,1
Linen Yarn Bundler,26
Linen Yarn Bundles,1
Linen Yarn Business,1
Linen Yarn Cager,1
Linen Yarn Cleacher,1
Linen Yarn Clerk,1
Linen Yarn Counter,9
Linen Yarn Dofer,2
Linen Yarn Doffer,6
Linen Yarn Doffer in Factory,1
Linen Yarn Drawer,1
Linen Yarn Drawer In,1
Linen Yarn Drawer in,1
Linen Yarn Dreser,1
Linen Yarn Dresour,1
Linen Yarn Dresser,80
Linen Yarn Dresser in Factory,1
Linen Yarn Dresses,1
Linen Yarn Drier,3
Linen Yarn Drier Mill Worker,1
Linen Yarn Driyer,1
Linen Yarn Dryer,2
Linen Yarn Dyer,1
Linen Yarn Examiner,1
Linen Yarn Factory Mill Worker,1
Linen Yarn Factory Winder,1
Linen Yarn Finder,1
Linen Yarn Finisher,3
Linen Yarn Foreman Bundler,1
Linen Yarn Labourer,2
Linen Yarn Layor,1
Linen Yarn Manufacturer,1
Linen Yarn Master Reeling,1
Linen Yarn Mcht.,1
Linen Yarn Merchant,9
Linen Yarn Overseer,1
Linen Yarn Packer,1
Linen Yarn Picker in Mill,1
Linen Yarn Pirn Winder,3
Linen Yarn Poller,1
Linen Yarn Power Loom Weaver,1
Linen Yarn Press Man,1
Linen Yarn Realer,2
Linen Yarn Reelar,2
Linen Yarn Reeler,100
Linen Yarn Reeler Mill Worker,1
Linen Yarn Reeler in Factory,1
Linen Yarn Reeler in Mill,3
Linen Yarn Reeler in Spinning Mill,2
Linen Yarn Reeler out of Employment,1
Linen Yarn Reelers,3
Linen Yarn Reeling Master,2
Linen Yarn Reeling Mistress,1
Linen Yarn Reeling Plaster,1
Linen Yarn Rellar,1
Linen Yarn Reller,1
Linen Yarn Rider,1
Linen Yarn Rover,1
Linen Yarn Salesman,11
Linen Yarn Shaker,4
Linen Yarn Spenner,1
Linen Yarn Spinnder,1
Linen Yarn Spinner,111
Linen Yarn Spinner Mill,1
Linen Yarn Spinner Mill Worker,2
Linen Yarn Spinner Millworker,2
Linen Yarn Spinner in Factory,3
Linen Yarn Spinners,3
Linen Yarn Spinning Master,3
Linen Yarn Spreader,2
Linen Yarn Store Keeper in Factory,1
Linen Yarn Store Man,1
Linen Yarn Storeman,1
Linen Yarn Twister,1
Linen Yarn Warpe Winder,1
Linen Yarn Warper,19
Linen Yarn Warper in Factory,1
Linen Yarn Washer,1
Linen Yarn Weacer,1
Linen Yarn Weaver,31
Linen Yarn Winder,257
Linen Yarn Winder (Linen Weaving),1
Linen Yarn Winder Engaged For-Term,1
Linen Yarn Winder Factory,2
Linen Yarn Winder Factory Girl,1
Linen Yarn Winder in Factory,3
Linen Yarn Winder in Mill,2
Linen Yarn Winders,3
Linen Yarn Winding Master,1
Linen Yarn Windr,4
Linen Yarn Winner in Factory,1
Linen Yarn Worker,16
Linen Yarn Wreeler,1
Linen Yarn and Flax Merchant,1
"Linen Yarn, Reeller",1
Linen Yarn-Dresser,1
Linen Yarn-Dryer,1
Linen Yarn-Reeler,1
Linen Yarn-Twister,1
Linen Yarndresser,2
Linen Yorn Winder,2
Linen a Bleacher,1
Linen a Winder in Factory,1
Linen and Cambe Hdkf Lapper,1
Linen and Cambric Weaver,3
Linen and Cambric Winder,1
Linen and Cotten Weaver,2
Linen and Cotten Yarn Beama,1
Linen and Cotton Agent,1
Linen and Cotton Beetler,1
Linen and Cotton Commission Agent,1
Linen and Cotton Dyer,1
Linen and Cotton Finisher,8
Linen and Cotton Finishers,1
Linen and Cotton Handkerchief Manufacturer,1
Linen and Cotton Manufacturer,1
Linen and Cotton Marker,1
Linen and Cotton Union Weaver,1
Linen and Cotton Weaver,14
Linen and Cotton Yarn Winder,1
Linen and Damask Manufacturer,1
Linen and Field Man Cotton Cloth,1
Linen and Fow Yarn Bundler,1
Linen and Fow Yarn Reeler,1
Linen and Handkerchief Warehouseman,1
Linen and Huck Weaver,1
Linen and Linen Yarn Salesman,1
Linen and Manchester Goods Wholsale Buyer,1
Linen and Merchant,1
Linen and Weaver,2
Linen and Wollen Weaver,1
Linen and Wool Beamer,1
Linen and Wool Weaver,1
Linen and Woolen Weaver,3
Linen and Woollen Draper,2
Linen and Woollen Weaver,5
Linen and Woollen Weaver and Farmer,1
Linen and Yarn Dresser,1
Linen and Yarn Merchant,1
Linen and Yarn Winder,2
Linen and c Dyer,1
Linen and woolen Weaver,1
Linen and woollen Weaver,2
Linen at Weaver,1
Linen by Keeping Boarders,1
Linen farm Winding Master,1
Linen in Form Finisher,1
Linen in Iron Works,1
Linen in Spinner Mill,1
Linen in Weaver,1
Linen in Winder,1
Linen in Winder Factory,1
Linen in Winder Mill,1
Linen lapper,1
Linen loft Worker,1
Linen of Doffer,1
Linen of Reeler,1
Linen on Income from Funds Invested,1
Linen or Warehouse Man,1
Linen to Bleacher,2
Linen waiver,1
Linen waver,1
Linen weaver,14
Linen weaver in factory,1
Linen's Commercial Traveller,1
"Linen, Cambric, Weaver",2
"Linen, Lapper",2
"Linen, Weaver",2
"Linen, Weaver.",1
Linen-Bleacher,1
Linen-Capper,1
Linen-Clerk,1
Linen-Clerk in Warehouse,1
Linen-Cloth-Passer,1
Linen-Copper,1
Linen-Doffer ?ime Scholars and Millworker,1
Linen-Domestic Picker,1
Linen-Dyer,1
Linen-Finisher,3
Linen-Finisher Not Morking,1
Linen-Folder,3
Linen-Lapper,15
Linen-Manager,1
Linen-Manufacturer,1
Linen-Marker,1
Linen-Ornamenter,2
Linen-Preparing Master,1
Linen-Reeler,1
Linen-Spinner,2
Linen-Spinner Millworker,1
Linen-Spreader Mill Worker,1
Linen-Warehoseman,1
Linen-Warehouseman,2
Linen-Weaver,39
Linen-Winder,2
Linen-Yarn Finesher,2
Linen-Yarn Mill Worker Reller,1
Linen-Yarn Reeler,1
Linen-Yarn Ruler,1
Linen. Weaver,3
Linen. Winder,1
Linen. pirn winder,1
Linen: Finisher,1
Linenan Postal Telegraph Engineers,1
Linenatte Battler,1
Linenbleaching,1
Linene Agent,1
Linenen Lapper,1
Linenen Weaver,1
Linener Mill Weaver,1
Linenett Lapper,1
Linenette Beetler,1
Linenette Bettling Engineman,1
Linenette Dyer,1
Linenette Lapper,2
Linenfinisher,1
Linenfinisher-Bettler,2
Linenitte Beetler,1
Linenkeeper,1
Linenlaper,1
Linenlapper,34
Linenlapper Unemployed,1
Linenlapper-Unemployed,1
Linenlupper,1
"Linenman, Postal Telegraphs",1
Linenotte Lapper,1
Linens Agent,1
Linens Seamtress,1
Linens Weaver,4
Linenwaver,1
Linenweaver,11
Linenweaver Mill Worker,1
Linenweaver Unemployed,1
Linenwiner,1
Lineny Son Spinner,1
Lineny Weaver,1
Linenyarn Reeler,1
Lineotype Operator,1
Liner,1
Liner Boy,1
Liner Boy Shipyard,1
Liner Boy in Ship Yard,1
Liner Burner,1
Liner Finersher,1
Liner Finisher,1
Liner Folder,2
Liner Man,1
Liner Merchant,1
Liner Spinner,1
Liner Spreader,1
Liner Waver,2
Liner Wearer,1
Liner Weaver,20
Liner in Factory,1
Liner-Ship,1
Linerette Beetling,1
Linerette Beetling Millar,1
Linerette Butler,1
Linerette Butling Enginman,1
Linerette Finisher,1
Linerette Folder Employed in Factory,1
Linernon Telegraph,1
Liners Weaver,1
Lines Keeper,1
Lines Man,1
Lines Man G. N. Railway,1
Lines Manufactures,1
Lines Private,1
Lines Weaver,1
Lines at Home,2
Lines with Aunt,1
Linesman,1
Linesman G.P.O.,1
Linesman Gt N. Ry Coy,1
Linesman on G.N. Railway,2
Linesman on Railway,2
Linesman on Telegraph,1
Lineswift Winder,2
Linger Sewing Machine Agent,1
Lingerie Maker,2
Linguish Musician and Shorthand Clerk,1
Linien Weaver,4
Linien Winders,2
Linin Finisher,1
Linin Lapper,1
Linin Stitcher Warehouse,1
Linin Weaver,29
Linin Weaving Manager,1
Linin Winder,1
Linin Yarn-Dresser,1
Linin weaver,1
Lining Weaver,1
Lining Winder,2
Lining on Boomer,1
Lining on Interest of Money,1
Lining on Money,1
Link Lace Worker,2
Linker,2
Linker Knitting Machine,1
Linker in Socks Factory,1
Linking Machine Woollen Goods,1
Linman of Rath,1
Linn Porter,1
Linn Requrment,1
Linn Ware Room Worker,1
Linnan Waver,1
Linnan Weaver,5
Linnan Weavour,1
Linnan Yarn Dyer,1
Linne Focover Factory,1
Linne Jessie Buyer,1
Linne Lapper,1
Linne Weaver,6
Linnel Lapper,1
Linnel Weaver,1
Linnen,64
Linnen Beetler,8
Linnen Betler,1
Linnen Bettcler,1
Linnen Bettler,2
Linnen Bleach Works,1
Linnen Bleacher,15
Linnen Bleacher Unimployed,1
Linnen Bleacher in Factory,1
Linnen Bobin Clerk,1
Linnen Bottler,1
Linnen Business,3
Linnen Business Commercial Clerk,1
Linnen Butcher,2
Linnen Butler,5
Linnen Butler Apprentice,1
Linnen Capper,3
Linnen Carder Factory Worker,2
Linnen Carter,1
Linnen Clerk,2
Linnen Cloth Cleaner,1
Linnen Cloth Finisher,2
Linnen Cloth Maker,1
Linnen Cloth Passer,1
Linnen Collar Maker,1
Linnen Collar Turner,1
Linnen Crisper,1
Linnen Cutter,3
Linnen Damask Loom Tackler,1
Linnen Damask Weav,1
Linnen Damask Weaver,1
Linnen Darper,1
Linnen Doffer,8
Linnen Draper,1
Linnen Drawer In at Factory,1
Linnen Dress Man,1
Linnen Dresser,4
Linnen Drier in Beetling Engine,1
Linnen Dyer,4
Linnen Embroider,3
Linnen Embroidery,1
Linnen F Weaver,2
Linnen Factory,1
Linnen Factory Drawer,1
Linnen Factory Engin Driver,1
Linnen Factory Weaver,4
Linnen Factory Winder,1
Linnen Factory Worker,4
Linnen Finish,1
Linnen Finisher,35
Linnen Finisher and Farmer,1
Linnen Finisher in Factory,1
Linnen Finisher in Works,1
Linnen Finnisher,1
Linnen Finsher,3
Linnen Fisher,1
Linnen Folder,2
Linnen Glasser,1
Linnen Hackle and Mill Maker,1
Linnen Handkerchief Trade,1
Linnen Handloom Weaver,1
Linnen Hankerchif Weaver,1
Linnen Hkfs Worker,1
Linnen Labourer in Factory,1
Linnen Lapher,1
Linnen Laping,1
Linnen Lapper,52
Linnen Lapper in Factory,3
Linnen Lapper in Warehouse,1
Linnen Lapper in Wareroom,1
Linnen Lapper's,1
Linnen Layer,1
Linnen Lifted,1
Linnen Lopper,1
Linnen Machine Winder,1
Linnen Machinest,1
Linnen Manufacturer,2
Linnen Marker,1
Linnen Measner,1
Linnen Measuer,1
Linnen Measurer,2
Linnen Merchant,1
Linnen Mill Worker,5
Linnen Oranamented,1
Linnen Ornimentor,1
Linnen Passer,1
Linnen Pirn Winder,1
Linnen Power Loom Weaver,4
Linnen Power Loon Weaver,4
